,annex_2_8_9,annex_1,national_code,type_of_waste,annex_3,amount,countries_of_transit ,country_of_destination,annex_4_a,annex_4_b,country,year
1452,,Y18,191211,Residues from mechanical treatment of waste,H6.1,123.27,,CN,,R4,Greece,2020
1453,,Y18,191211,Residues from mechanical treatment of waste,H6.1,733.68,,HR,D10,,Greece,2020
1454,,Y18,191211,Residues from mechanical treatment of waste,H6.1,96.77,,IE,,R12,Greece,2020
1455,,Y18,191211,Residues from mechanical treatment of waste,H6.1,27929.28,,IT,,R1,Greece,2020
1456,,Y18,191211,Residues from mechanical treatment of waste,H6.1,580.91,,IT,,R4,Greece,2020
1457,,Y18,191211,Residues from mechanical treatment of waste,H6.1,2229.69,,IT,D10,,Greece,2020
1458,,Y18,191211,Residues from mechanical treatment of waste,H6.1,470.74,,NL,,R12,Greece,2020
1459,,Y18,191211,Residues from mechanical treatment of waste,H6.1,1082.92,,NL,D10,,Greece,2020
1460,,Y18,191211,Residues from mechanical treatment of waste,H6.1,453.45,,PL,,R1,Greece,2020
1461,,Y18,191211,Residues from mechanical treatment of waste,H6.1,1798.78,AT,IT,,R1,Greece,2020
1462,,Y18,191211,Residues from mechanical treatment of waste,H6.1,751.6,AT,IT,D10,,Greece,2020
1463,,Y18,191211,Residues from mechanical treatment of waste,H6.1,2406.96,BE,FR,,R1,Greece,2020
1464,,Y18,191211,Residues from mechanical treatment of waste,H6.1,247.54,BE,FR,D10,,Greece,2020
1465,,Y18,191211,Residues from mechanical treatment of waste,H6.1,142.16,BE,NL,,R1,Greece,2020
1466,,Y18,191211,Residues from mechanical treatment of waste,H6.1,45.22,CH,IT,,R1,Greece,2020
1467,,Y18,191211,Residues from mechanical treatment of waste,H6.1,784.96,CH,IT,D10,,Greece,2020
1468,,Y18,191211,Residues from mechanical treatment of waste,H6.1,165.36,"HR,SI,AT",BA,D10,,Greece,2020
1469,,Y18,191211,Residues from mechanical treatment of waste,H6.1,138.2,NL,BE,,R12,Greece,2020
1470,,Y18,191211,Residues from mechanical treatment of waste,H6.1,296.73,NL,IE,,R12,Greece,2020
1471,,Y18,191211,Residues from mechanical treatment of waste,H6.1,72.95,PL,LT,,R4,Greece,2020
1472,,Y18,191211,Residues from mechanical treatment of waste,H6.1,607.1,"SI,AT",HR,D10,,Greece,2020
1473,,Y18,191301,Residues from soil remediation,H12,725.58,,CH,D10,,Greece,2020
1474,,Y18,191301,Residues from soil remediation,H12,173.78,,CH,D12,,Greece,2020
1475,,Y18,191301,Residues from soil remediation,H12,8433.09,,CH,D9,,Greece,2020
1476,,Y33,110116,,H6.1,0.69,,CZ,,R4,Greece,2020
1477,,,10407,Hazardous mining waste,H12,749.23,,FR,,R5,Greece,2020
1478,,,30104,Wood waste treated with wood preservatives,H11,8634.15,,IT,,R1,Greece,2020
1479,,,30104,Wood waste treated with wood preservatives,H11,412.11,AT,IT,,R1,Greece,2020
1480,,,50103,Sludges from industrial processes,H12,333.22,,IE,D10,,Greece,2020
1481,,,50103,Sludges from industrial processes,H12,175.02,AT,IT,,R1,Greece,2020
1482,,,50103,Sludges from industrial processes,H12,45.01,NL,IE,D10,,Greece,2020
1483,,,50106,Sludges from industrial processes,H12,0.27,NL,IE,D10,,Greece,2020
1484,,,60313,Mixed hazardous waste,H12,59.39,,CH,,R4,Greece,2020
1485,,,60313,Mixed hazardous waste,H6.1,10.02,BE,FR,,R4,Greece,2020
1486,,,60315,Mixed hazardous waste,H12,0.15,,FR,,R4,Greece,2020
1487,,,60802,Wastes containing chlorosilanes,H3,802.01,,BE,,R1,Greece,2020
1488,,,60802,Wastes containing chlorosilanes,H3,157.18,,GB,,R1,Greece,2020
1489,,,60802,Wastes containing chlorosilanes,H3,197.74,,IT,D10,,Greece,2020
1490,,,60802,Wastes containing chlorosilanes,H3,23.21,AT,IT,D10,,Greece,2020
1491,,,60802,Wastes containing chlorosilanes,H3,124.26,NL,GB,,R1,Greece,2020
1492,,,70101,Aqueous liquid wastes containing hazardous substances,H12,2149.92,,NL,D10,,Greece,2020
1493,,,70101,Aqueous liquid wastes containing hazardous substances,H12,846.36,,SE,D9,,Greece,2020
1494,,,70611,Sludges from industrial processes,H12,106.66,,NL,D10,,Greece,2020
1495,,,70701,Aqueous liquid wastes containing hazardous substances,H12,83.1,,NL,D10,,Greece,2020
1496,,,80501,Isocyanate waste,H6.1,190.09,,BE,,R12,Greece,2020
1497,,,80501,Isocyanate waste,H6.1,7.66,,CH,D10,,Greece,2020
1498,,,80501,Isocyanate waste,H6.1,24.93,,DK,D10,,Greece,2020
1499,,,80501,Isocyanate waste,H6.1,51.89,,ES,D10,,Greece,2020
1500,,,80501,Isocyanate waste,H6.1,228.24,,GB,,R12,Greece,2020
1501,,,80501,Isocyanate waste,H6.1,240.36,,NL,,R12,Greece,2020
1502,,,80501,Isocyanate waste,H6.1,25.07,,NL,D10,,Greece,2020
1503,,,80501,Isocyanate waste,H6.1,1.15,,SE,D10,,Greece,2020
1504,,,80501,Isocyanate waste,H6.1,112.9,NL,GB,,R12,Greece,2020
1505,,,100315,Aluminium ashes and residues,H4.3,341.0,,FI,,R4,Greece,2020
1506,,,100315,Aluminium ashes and residues,H4.3,3149.86,,FR,,R4,Greece,2020
1507,,,100315,Aluminium ashes and residues,H4.3,571.57,AT,IT,,R4,Greece,2020
1508,,,100315,Aluminium ashes and residues,H4.3,176.36,BE,FR,,R4,Greece,2020
1509,,,100315,Aluminium ashes and residues,H4.3,39.32,CH,IT,,R4,Greece,2020
1510,,,100315,Aluminium ashes and residues,H4.3,1556.59,LU,FR,,R4,Greece,2020
1511,,,100810,Flammable waste,H4.3,8.72,,AT,D12,,Greece,2020
1512,,,101007,Casting cores and moulds containing hazardous substances,H12,831.93,,CH,,R4,Greece,2020
1513,,,101007,Casting cores and moulds containing hazardous substances,H12,1244.72,,IE,D1,,Greece,2020
1514,,,120112,Used waxes and fats,H12,23.82,,HR,D10,,Greece,2020
1515,,,120112,Used waxes and fats,H12,113.54,,LU,,R12,Greece,2020
1516,,,120112,Used waxes and fats,H12,14.74,,NL,,R12,Greece,2020
1517,,,120112,Used waxes and fats,H12,321.79,,NL,D9,,Greece,2020
1518,,,120112,Used waxes and fats,H12,48.4,"SI,AT",HR,D10,,Greece,2020
1519,,,120301,Aqueous liquid wastes containing hazardous substances,H12,257.08,,FR,,R7,Greece,2020
1520,,,130501,Sludges from oil/water separators,H12,81.86,,GB,,R12,Greece,2020
1521,,,130502,Sludges from oil/water separators,H12,248.39,,GR,,R5,Greece,2020
1522,,,130502,Sludges from oil/water separators,H12,546.35,,LU,,R9,Greece,2020
1523,,,130502,Sludges from oil/water separators,H12,432.62,,LU,D9,,Greece,2020
1524,,,130502,Sludges from oil/water separators,H12,74.26,,NL,D10,,Greece,2020
1525,,,130503,Sludges from oil/water separators,H12,953.79,,LU,,R9,Greece,2020
1526,,,130508,Sludges from oil/water separators,H12,799.64,,LU,D9,,Greece,2020
1527,,,130508,Sludges from oil/water separators,H12,7441.88,,NL,D9,,Greece,2020
1528,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,85.06,,AT,,R1,Greece,2020
1529,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,167.26,,BH,D10,,Greece,2020
1530,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,1.12,,CZ,,R4,Greece,2020
1531,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,310.12,,FR,,R12,Greece,2020
1532,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,51.53,,GR,D10,,Greece,2020
1533,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,0.43,,HR,,R4,Greece,2020
1534,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,10.9,,IE,,R4,Greece,2020
1535,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,47.33,,JO,D10,,Greece,2020
1536,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,363.94,,LU,,R1,Greece,2020
1537,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,126.36,,LU,D10,,Greece,2020
1538,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,90.58,,NL,,R12,Greece,2020
1539,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,5.44,,NL,D10,,Greece,2020
1540,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,42.45,,NL,D9,,Greece,2020
1541,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,9.36,,OM,D10,,Greece,2020
1542,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,1.12,,SI,,R4,Greece,2020
1543,,,150202,"Contaminated items (cloths, clothing, filter materials)",H12,1.4,NL,IE,,R4,Greece,2020
1544,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,1124.35,,AT,,R1,Greece,2020
1545,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,1.65,,AT,,R4,Greece,2020
1546,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,0.94,,BE,,R13,Greece,2020
1547,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,43.4,,BE,D10,,Greece,2020
1548,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,0.49,,CH,,R4,Greece,2020
1549,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,1.05,,CZ,,R4,Greece,2020
1550,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,55.7,,GR,D10,,Greece,2020
1551,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,38.6,,IE,,R12,Greece,2020
1552,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,620.59,,IE,D10,,Greece,2020
1553,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,184.49,,IT,,R1,Greece,2020
1554,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,19.98,,IT,D1,,Greece,2020
1555,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,114.06,,IT,D10,,Greece,2020
1556,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,598.92,,LU,,R1,Greece,2020
1557,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,111.74,,LU,,R12,Greece,2020
1558,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,228.09,,LU,,R13,Greece,2020
1559,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,88.02,,LU,D10,,Greece,2020
1560,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,46.47,,LU,D15,,Greece,2020
1561,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,182.42,,NL,,R12,Greece,2020
1562,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,22.93,,NL,,R4,Greece,2020
1563,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,502.23,,NL,D10,,Greece,2020
1564,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,13.25,,NL,D9,,Greece,2020
1565,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,56.4,AT,IT,D1,,Greece,2020
1566,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,135.9,AT,IT,D10,,Greece,2020
1567,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,36.13,"ES,IT,PT,GB",GR,D10,,Greece,2020
1568,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,86.01,NL,IE,,R12,Greece,2020
1569,,,150202,"Contaminated items (cloths, clothing, filter materials)",H6.1,336.19,NL,IE,D10,,Greece,2020
1570,,,160104,End-of-life-vehicles,H12,1.92,,GB,,R4,Greece,2020
1571,,,160104,End-of-life-vehicles,H12,1478.27,,LU,,R4,Greece,2020
1572,,,160104,End-of-life-vehicles,H12,65.52,AT,HU,,R12,Greece,2020
1573,,,160107,Oil filters,H12,49.92,,LU,,R4,Greece,2020
1574,,,161001,Aqueous liquid wastes containing hazardous substances,H12,153.32,,CH,,R13,Greece,2020
1575,,,161001,Aqueous liquid wastes containing hazardous substances,H12,48.51,,DK,D10,,Greece,2020
1576,,,161001,Aqueous liquid wastes containing hazardous substances,H12,44.32,,ES,,R3,Greece,2020
1577,,,161001,Aqueous liquid wastes containing hazardous substances,H12,1616.8,,IT,D10,,Greece,2020
1578,,,161001,Aqueous liquid wastes containing hazardous substances,H12,5.08,,LU,,R13,Greece,2020
1579,,,161001,Aqueous liquid wastes containing hazardous substances,H12,13.38,,LU,D13,,Greece,2020
1580,,,161001,Aqueous liquid wastes containing hazardous substances,H12,597.33,,LU,D15,,Greece,2020
1581,,,161001,Aqueous liquid wastes containing hazardous substances,H12,2496.18,,NL,D10,,Greece,2020
1582,,,161001,Aqueous liquid wastes containing hazardous substances,H12,377.46,,NL,D15,,Greece,2020
1583,,,161001,Aqueous liquid wastes containing hazardous substances,H12,22.9,AT,IT,,R4,Greece,2020
1584,,,161001,Aqueous liquid wastes containing hazardous substances,H12,2.06,"BE,NL,PT,FR",GR,D10,,Greece,2020
1585,,,161001,Aqueous liquid wastes containing hazardous substances,H12,3217.4,FR,LU,D9,,Greece,2020
1586,,,161101,Linings and refractories from thermal processes,H4.3,1147.12,,NL,,R1,Greece,2020
1587,,,161103,Linings and refractories from thermal processes,H12,13.22,,BE,,R5,Greece,2020
1588,,,161103,Linings and refractories from thermal processes,H12,178.54,,LU,D1,,Greece,2020
1589,,,161105,Linings and refractories from thermal processes,H12,113.98,,CH,D12,,Greece,2020
1590,,,161105,Linings and refractories from thermal processes,H6.1,338.5,,CH,D12,,Greece,2020
1591,,,170106,Hazardous demolition waste,H12,2125.67,,LU,,R5,Greece,2020
1592,,,170106,Hazardous demolition waste,H12,13491.69,,LU,D1,,Greece,2020
1593,,,170106,Hazardous demolition waste,H12,12.88,,LU,D12,,Greece,2020
1594,,,170106,Hazardous demolition waste,H12,0.88,,LU,D8,,Greece,2020
1595,,,170204,Wood waste treated with wood preservatives,H11,14602.61,,AT,,R1,Greece,2020
1596,,,170204,Wood waste treated with wood preservatives,H11,1380.51,,AT,,R12,Greece,2020
1597,,,170204,Wood waste treated with wood preservatives,H11,69.62,,BE,,R1,Greece,2020
1598,,,170204,Wood waste treated with wood preservatives,H11,9037.4,,CH,,R1,Greece,2020
1599,,,170204,Wood waste treated with wood preservatives,H11,10.3,,CH,,R12,Greece,2020
1600,,,170204,Wood waste treated with wood preservatives,H11,1162.46,,CZ,,R1,Greece,2020
1601,,,170204,Wood waste treated with wood preservatives,H11,1732.56,,DK,,R1,Greece,2020
1602,,,170204,Wood waste treated with wood preservatives,H11,3186.93,,FR,,R1,Greece,2020
1603,,,170204,Wood waste treated with wood preservatives,H11,21342.69,,IT,,R1,Greece,2020
1604,,,170204,Wood waste treated with wood preservatives,H11,1578.69,,LT,,R1,Greece,2020
1605,,,170204,Wood waste treated with wood preservatives,H11,2055.31,,lu,,R1,Greece,2020
1606,,,170204,Wood waste treated with wood preservatives,H11,78.74,,lu,,R12,Greece,2020
1607,,,170204,Wood waste treated with wood preservatives,H11,1414.0,,NL,,R1,Greece,2020
1608,,,170204,Wood waste treated with wood preservatives,H11,5094.29,AT,IT,,R1,Greece,2020
1609,,,170204,Wood waste treated with wood preservatives,H11,129.45,BE,FR,,R1,Greece,2020
1610,,,170204,Wood waste treated with wood preservatives,H11,55.48,NL,BE,,R1,Greece,2020
1611,,,170204,Wood waste treated with wood preservatives,H11,641.12,PL,LT,,R1,Greece,2020
1612,,,170503,Contaminated soil,H12,400.66,,AT,D9,,Greece,2020
1613,,,170503,Contaminated soil,H12,13.94,,BA,D12,,Greece,2020
1614,,,170503,Contaminated soil,H12,18.87,,CH,,R5,Greece,2020
1615,,,170503,Contaminated soil,H12,130.34,,CH,D12,,Greece,2020
1616,,,170503,Contaminated soil,H12,22.46,,CH,D9,,Greece,2020
1617,,,170503,Contaminated soil,H12,108.18,,DK,D9,,Greece,2020
1618,,,170503,Contaminated soil,H12,128.32,,ES,D12,,Greece,2020
1619,,,170503,Contaminated soil,H12,1104.92,,FR,,R5,Greece,2020
1620,,,170503,Contaminated soil,H12,23.22,,FR,D1,,Greece,2020
1621,,,170503,Contaminated soil,H12,1.1,,FR,D10,,Greece,2020
1622,,,170503,Contaminated soil,H12,391.6,,FR,D12,,Greece,2020
1623,,,170503,Contaminated soil,H12,5.99,,IE,D10,,Greece,2020
1624,,,170503,Contaminated soil,H12,114.1,,IT,,R5,Greece,2020
1625,,,170503,Contaminated soil,H12,15470.05,,IT,D1,,Greece,2020
1626,,,170503,Contaminated soil,H12,233.07,,IT,D12,,Greece,2020
1627,,,170503,Contaminated soil,H12,8250.64,,LU,,R5,Greece,2020
1628,,,170503,Contaminated soil,H12,54142.88,,LU,D1,,Greece,2020
1629,,,170503,Contaminated soil,H12,1872.48,,LU,D8,,Greece,2020
1630,,,170503,Contaminated soil,H12,565.66,,PL,D12,,Greece,2020
1631,,,170503,Contaminated soil,H12,1576.46,,SE,D12,,Greece,2020
1632,,,170503,Contaminated soil,H12,410.65,,SE,D9,,Greece,2020
1633,,,170503,Contaminated soil,H12,911.79,AT,IT,D1,,Greece,2020
1634,,,170503,Contaminated soil,H12,272.46,AT,IT,D10,,Greece,2020
1635,,,170503,Contaminated soil,H12,436.98,AT,IT,D9,,Greece,2020
1636,,,170503,Contaminated soil,H12,99.13,BE,FR,D10,,Greece,2020
1637,,,170503,Contaminated soil,H12,2989.18,CH,IT,D1,,Greece,2020
1638,,,170503,Contaminated soil,H12,3.21,NL,IE,D10,,Greece,2020
1639,,,170505,Dredging spoil,H12,97.97,AT,IT,D1,,Greece,2020
1640,,,170603,Hazardous demolition waste,H11,5.0,,AT,D1,,Greece,2020
1641,,,170603,Hazardous demolition waste,H11,7378.39,,IT,D1,,Greece,2020
1642,,,170603,Hazardous demolition waste,H11,314.18,,IT,D13,,Greece,2020
1643,,,170603,Hazardous demolition waste,H11,294.7,,LU,D1,,Greece,2020
1644,,,170603,Hazardous demolition waste,H11,13.84,,pl,,R13,Greece,2020
1645,,,170603,Hazardous demolition waste,H11,2737.08,AT,IT,D1,,Greece,2020
1646,,,170603,Hazardous demolition waste,H11,15.07,CH,IT,D13,,Greece,2020
1647,,,170903,Hazardous demolition waste,H11,3.24,,LU,D10,,Greece,2020
1648,,,170903,Hazardous demolition waste,H12,137.74,,CH,D10,,Greece,2020
1649,,,170903,Hazardous demolition waste,H12,576.7,,FI,D12,,Greece,2020
1650,,,170903,Hazardous demolition waste,H12,117.24,,GR,D13,,Greece,2020
1651,,,170903,Hazardous demolition waste,H12,30.72,,IE,D10,,Greece,2020
1652,,,170903,Hazardous demolition waste,H12,28.02,,LU,D10,,Greece,2020
1653,,,170903,Hazardous demolition waste,H12,30.56,NL,IE,D10,,Greece,2020
1654,,,190204,Mixed hazardous waste,H6.1,285.06,,BE,D13,,Greece,2020
1655,,,190204,Mixed hazardous waste,H6.1,831.66,,CH,,R4,Greece,2020
1656,,,190204,Mixed hazardous waste,H6.1,6981.75,,CH,D10,,Greece,2020
1657,,,190204,Mixed hazardous waste,H6.1,193.04,,FR,D10,,Greece,2020
1658,,,190204,Mixed hazardous waste,H6.1,551.04,,HR,D10,,Greece,2020
1659,,,190204,Mixed hazardous waste,H6.1,825.98,,IT,D10,,Greece,2020
1660,,,190204,Mixed hazardous waste,H6.1,1301.99,,NL,,R4,Greece,2020
1661,,,190204,Mixed hazardous waste,H6.1,5960.98,AT,IT,D10,,Greece,2020
1662,,,190204,Mixed hazardous waste,H6.1,591.14,CH,IT,D15,,Greece,2020
1663,,,190205,Sludges from industrial processes,H12,111.52,,BE,,R4,Greece,2020
1664,,,190205,Sludges from industrial processes,H12,3323.9,,CH,D12,,Greece,2020
1665,,,190205,Sludges from industrial processes,H12,1005.31,,CH,D14,,Greece,2020
1666,,,190205,Sludges from industrial processes,H12,53.08,,GB,,R4,Greece,2020
1667,,,190205,Sludges from industrial processes,H12,198.48,,IL,,R5,Greece,2020
1668,,,190205,Sludges from industrial processes,H12,1000.66,,IL,D12,,Greece,2020
1669,,,190205,Sludges from industrial processes,H12,9099.3,,IT,D1,,Greece,2020
1670,,,190205,Sludges from industrial processes,H12,6166.63,,IT,D10,,Greece,2020
1671,,,190205,Sludges from industrial processes,H12,6440.19,,IT,D9,,Greece,2020
1672,,,190205,Sludges from industrial processes,H12,1216.68,,LU,,R12,Greece,2020
1673,,,190205,Sludges from industrial processes,H12,241.84,,LU,,R5,Greece,2020
1674,,,190205,Sludges from industrial processes,H12,12731.79,,NL,D10,,Greece,2020
1675,,,190205,Sludges from industrial processes,H12,343.7,AT,IT,,R4,Greece,2020
1676,,,190205,Sludges from industrial processes,H12,13059.53,AT,IT,D1,,Greece,2020
1677,,,190205,Sludges from industrial processes,H12,1604.94,AT,IT,D10,,Greece,2020
1678,,,190205,Sludges from industrial processes,H12,265.0,AT,IT,D9,,Greece,2020
1679,,,190205,Sludges from industrial processes,H12,3884.25,CH,IT,D9,,Greece,2020
1680,,,190205,Sludges from industrial processes,H12,140.68,"ES,GB,NL",IL,D12,,Greece,2020
1681,,,190205,Sludges from industrial processes,H12,21.21,"GB,BE,NL,FR,PT",GR,D10,,Greece,2020
1682,,,190304,Mixed hazardous waste,H6.1,9480.43,,CZ,,R1,Greece,2020
1683,,,190304,Mixed hazardous waste,H6.1,10265.12,,IT,,R5,Greece,2020
1684,,,190304,Mixed hazardous waste,H6.1,11350.25,AT,IT,,R5,Greece,2020
1685,,,191206,Wood waste treated with wood preservatives,H11,765.0,,BE,,R1,Greece,2020
1686,,,191206,Wood waste treated with wood preservatives,H11,8622.66,,CH,,R1,Greece,2020
1687,,,191206,Wood waste treated with wood preservatives,H11,858.6,,CH,,R12,Greece,2020
1688,,,191206,Wood waste treated with wood preservatives,H11,72303.94,,DK,,R1,Greece,2020
1689,,,191206,Wood waste treated with wood preservatives,H11,1275.3,,DK,,R12,Greece,2020
1690,,,191206,Wood waste treated with wood preservatives,H11,38703.65,,FI,,R1,Greece,2020
1691,,,191206,Wood waste treated with wood preservatives,H11,1912.98,,FR,,R1,Greece,2020
1692,,,191206,Wood waste treated with wood preservatives,H11,973.17,,FR,,R12,Greece,2020
1693,,,191206,Wood waste treated with wood preservatives,H11,6.11,,IE,D10,,Greece,2020
1694,,,191206,Wood waste treated with wood preservatives,H11,407.09,,IT,,R1,Greece,2020
1695,,,191206,Wood waste treated with wood preservatives,H11,217.75,,IT,,R3,Greece,2020
1696,,,191206,Wood waste treated with wood preservatives,H11,91.13,,IT,,R5,Greece,2020
1697,,,191206,Wood waste treated with wood preservatives,H11,3421.45,,LU,,R1,Greece,2020
1698,,,191206,Wood waste treated with wood preservatives,H11,132766.53,,NL,,R1,Greece,2020
1699,,,191206,Wood waste treated with wood preservatives,H11,2434.56,,SE,,R4,Greece,2020
1700,,,191206,Wood waste treated with wood preservatives,H11,3876.11,AT,IT,,R1,Greece,2020
1701,,,191206,Wood waste treated with wood preservatives,H11,241.62,FR,LU,,R1,Greece,2020
1702,,,200129,Detergents,H12,76.64,,LU,D10,,Greece,2020
1703,,,200129,Detergents,H12,83.14,,NL,D10,,Greece,2020
1704,,,200137,Wood waste treated with wood preservatives,H11,18000.33,,DK,,R1,Greece,2020
1705,,,200137,Wood waste treated with wood preservatives,H11,3156.75,,LT,,R1,Greece,2020
1706,Y46,,150106,Packaging waste from households,,10.89,,AT,,R1,Greece,2020
1707,Y46,,150106,Packaging waste from households,,3609.94,,AT,,R12,Greece,2020
1708,Y46,,150106,Packaging waste from households,,5503.06,,AT,,R3,Greece,2020
1709,Y46,,150106,Packaging waste from households,,143.36,,BE,,R12,Greece,2020
1710,Y46,,150106,Packaging waste from households,,200.6,,CH,,R12,Greece,2020
1711,Y46,,150106,Packaging waste from households,,6180.42,,DK,,R12,Greece,2020
1712,Y46,,150106,Packaging waste from households,,4920.97,,FI,,R12,Greece,2020
1713,Y46,,150106,Packaging waste from households,,481.12,,IE,,R12,Greece,2020
1714,Y46,,150106,Packaging waste from households,,458.98,,IT,,R12,Greece,2020
1715,Y46,,150106,Packaging waste from households,,91396.39,,nl,,R12,Greece,2020
1716,Y46,,150106,Packaging waste from households,,6149.44,,NL,,R13,Greece,2020
1717,Y46,,150106,Packaging waste from households,,23725.53,,NL,,R3,Greece,2020
1718,Y46,,150106,Packaging waste from households,,816.76,,NO,,R12,Greece,2020
1719,Y46,,150106,Packaging waste from households,,12398.7,,NO,,R3,Greece,2020
1720,Y46,,150106,Packaging waste from households,,2433.89,AT,IT,,R12,Greece,2020
1721,Y46,,150106,Packaging waste from households,,665.2,"CH,AT",IT,,R12,Greece,2020
1722,Y46,,150106,Packaging waste from households,,10217.03,"DK,SE",NO,,R12,Greece,2020
1723,Y46,,150106,Packaging waste from households,,1221.38,SE,NO,,R12,Greece,2020
1724,Y46,,150106,Packaging waste from households,,5792.44,"SE,DK",NO,,R12,Greece,2020
1725,Y46,,190501,Pretreated household waste,,10470.52,,IT,,R1,Greece,2020
1726,Y46,,190501,Pretreated household waste,,402.3,,LU,,R1,Greece,2020
1727,Y46,,191210,Pretreated household waste,,22920.91,,GB,,R1,Greece,2020
1728,Y46,,191210,Pretreated household waste,,379.4,,GB,,R13,Greece,2020
1729,Y46,,191210,Pretreated household waste,,25417.2,,NL,,R1,Greece,2020
1730,Y46,,191210,Pretreated household waste,,8.47,DK,NO,,R12,Greece,2020
1731,Y46,,191210,Pretreated household waste,,4969.67,"FR,BE,NL",GB,,R1,Greece,2020
1732,Y46,,191210,Pretreated household waste,,509.74,"FR,BE,NL",GB,,R12,Greece,2020
1733,Y46,,191210,Pretreated household waste,,8073.36,NL,GB,,R1,Greece,2020
1734,Y46,,191210,Pretreated household waste,,5005.81,NL,GB,,R12,Greece,2020
1735,Y46,,191212,Packaging waste from households,,2397.82,,CH,,R3,Greece,2020
1736,Y46,,191212,Pretreated household waste,,45.66,,CH,,R4,Greece,2020
1737,Y46,,191212,Pretreated household waste,,28118.57,,IE,,R1,Greece,2020
1738,Y46,,191212,Pretreated household waste,,611.28,,IE,,R12,Greece,2020
1739,Y46,,191212,Pretreated household waste,,5226.59,,IT,,R1,Greece,2020
1740,Y46,,191212,Pretreated household waste,,8506.15,,NL,,R1,Greece,2020
1741,Y46,,191212,Pretreated household waste,,900.94,,NL,,R12,Greece,2020
1742,Y46,,191212,Pretreated household waste,,919.58,AT,IT,,R1,Greece,2020
1743,Y46,,200108,Biodegradable kitchen and canteen waste,,375.24,,AT,,R1,Greece,2020
1744,Y46,,200201,Garden and park waste,,14740.22,,NL,,R3,Greece,2020
1745,Y46,,200301,Mixed household waste,,2032.92,,AT,,R1,Greece,2020
1746,Y46,,200301,Mixed household waste,,115.3,,AT,,R3,Greece,2020
1747,Y46,,200301,Mixed household waste,,4783.9,,AT,D10,,Greece,2020
1748,Y46,,200301,Mixed household waste,,55426.91,,FR,,R1,Greece,2020
1749,Y46,,200301,Mixed household waste,,1230.06,,LU,,R1,Greece,2020
1750,Y46,,200301,Mixed household waste,,201438.94,,NL,,R1,Greece,2020
1751,Y46,,200307,Bulky household waste,,19.9,,AT,,R3,Greece,2020
1752,Y46,,200307,Bulky household waste,,819.2,,AT,D10,,Greece,2020
1753,Y46,,200307,Bulky household waste,,19066.82,,NL,,R1,Greece,2020
1754,Y47,,100101,"Bottom ash, slag and boiler dust ",,253.68,,FR,,R5,Greece,2020
1755,Y47,,100115,"Bottom ash, slag and boiler dus",,9857.53,,FR,,R5,Greece,2020
1756,Y47,,100117,Fly ash,,5729.67,,FR,,R5,Greece,2020
1757,Y47,,190112,Bottom ash and slag,,11974.13,,CH,,R12,Greece,2020
1758,Y47,,190112,Bottom ash and slag,,22400.66,,CH,D1,,Greece,2020
1759,Y47,,190112,Bottom ash and slag,,38188.09,,CH,D13,,Greece,2020
